text1,text2,label
A small dog is jumping high in the air to catch a Frisbee in front of some bleachers,The cat is jumping for the toy.,0
"Little boy in orange shirt, holding flip-flops has his hand on his head.",The boy in a orange shirt is holding shoes over his head.,1
A woman in a pink bikini and a man in black swim trunks are jumping in the water at the beach.,Two boys are at the park,0
A group of girls stands wearing jean skirts and superman shirts.,A group of boys wearing batman shirts.,0
Father and daughter sitting down on bench and talking peacefully at a beautiful park.,People sitting and talking.,1
A nervous looking woman with red-hair is working with possibly dangerous materials in a lab.,A woman fishes out of a boat.,0
A man dressed in safety gear and a hood is using a grinder on a piece of metal.,A man in safety gear is using a grinder.,1
A black man sits intently at his sewing machine surrounded by brightly colored fabrics hung on the outside window of a stucco building.,A man sits among tapestries and sews,1
Several construction workers are standing at a construction site.,The construction workers are working.,1
A group of young children kick around a ball on a field with a body of water in the background.,A group of young children egg a house and speed away on their bikes.,0
A man wearing a orange jacket is talking to a lady with blue pants on.,The man is talking to the lady.,1
"A middle-aged woman in a black-and-white checked shirt is sitting next to a small blond girl inside a nice room, as they are coloring together in a coloring book.","A middle-aged woman in a black-and-white checked shirt is sitting next to a small blond girl inside a nice room, as they are scribbling patterns and symbols across the wall.",0
A hiker in the woods takes off her backpack to catch her breath.,The woman is enjoying a television show.,0
A man in a turban climbing a tree in a tropical wooded setting.,A woman climbs a tree in France.,0
"A girl in a checkered, green shirt jumping in the air.",A girl jumps.,1
A bald man with a camera smoking.,The man is sleeping.,0
A woman sitting on a stoop lost n thought.,The people on the stoop are talking.,0
Four children look through rolled-up magazines.,There are four children looking through things,1
This boy is doing a stunt with a tow rope and skateboard.,The boy is eating lunch.,0
Two male friends in swimming trunks jump on the beach while people in the background lay in the sand.,The men are playing in the state football championship.,0
Several young people stand on a speeding motorboat with SCUBA gear.,People on a speeding motorboat.,1
Four people on a sidewalk doing different things in front of a tent.,The four people are cooperating together on a task,0
An older man sites on a cushioned bench with his hands crossed in his lap.,A man sits on a cushioned bench outside.,1
A boy in a red shirt looks down at a black guitar he is playing.,Nobody is looking,0
People sit on a bench in a city square with random objects including a lamp and a dressmakers form standing nearby.,People are sitting at an expensive table filled with diamond jewelry.,0
An older man wearing a loud t-shirt plays guitar in front of a microphone.,An man wearing a loud t-shirt plays guitar in front of a microphone.,1
Uniformed athletes dive onto a grassy playing field.,Athletes outside.,1
A naked woman wearing body paint riding a bicycle.,The man is sleeping in his bed,0
A woman in a floral blouse purses her lips.,This woman is frowning and yelling.,0
Three men wearing hard hats are sitting in the shade talking.,Three men are at the bar trying to meet ladies,0
A man in an orange vest tossing a child into the air on the beach,The man is wearing orange.,1
A woman holds red flowers at a wedding.,A woman at a wedding.,1
Two hockey players fall to the ground in a game.,Two people are falling,1
A person with long hair is sitting on a purple couch.,A person has long hair,1
An orange dog fetching a Frisbee in the snow.,A dog sleeping in the snow.,0
Two people dressed in black are competing in a martial arts match.,People sitting outside in the grass wearing white.,0
A man is dancing while wearing white and black as well as a mask.,A masked man is dancing.,1
A man is falling into waves.,A man falls into the waves.,1
two men on motorcycles near a building.,Men on scooters.,0
"A man and a woman are standing near a grill, and the man is torching meat with a small blowtorch.",A man and woman are grilling in the rain.,0
Little by and little girl wearing martial arts gown with yellow belts.,Nobody has a belt.,0
Some young boys pose with a man and woman by some graffiti.,People are walking down the street.,0
A man is putting on his yellow tie.,THe man is wearing no shirt,0
Three horses and their jockeys compete in a race.,this is on Mars,0
A young woman wearing a red shirt and reddish pink skirt standing in the doorway of an old blue concrete building.,The young woman is wearing a night gown and slippers.,0
"Two guys drinking beer, listening to music while talking.","Two guys drinking soda, while listening being silent while listening to music.",0
"A baseball player in red leaps into the air to avoid a player in blue, who is shortly behind him as he catches the ball, while other blue team members look on in the background.",The blue football player leaps into the air to catch the ball as the red player tries to tackle him.,0
A dog running in a field.,The pet is sitting on the couch.,0
A person is surfing on a large wave.,A person is kayaking on the wave.,0
"Five people seated in front of small tables with a laptop and glasses of water in front of them, one is reading a book.",Nobody is sitting,0
Two men and a woman play a game involving modular board pieces and colorful little wooden figures.,the people are asleep,0
A little boy in the air above another boy on the ground where a soccer ball lies at his feet with the soccer net behind them.,The boys are at the movie theater watching The Titanic,0
A man holding two brochures is posing in a busy NY street.,A man is outside in the street,1
Woman coming out from a building in an Asian city.,A woman exits a building.,1
A small child plays with her airplane as a cat looks on.,The cat is blind.,0
A couple waiting at a crosswalk in a brightly lit city.,The people are not in the country.,1
A person wearing a headdress stands among a crowd while people play instruments.,a person is laying in the dirt naked,0
The kids ride a boat in the water.,The children ride a boat in the water.,1
a group of young men sing out together.,Nobody is singing.,0
"Two blond boys, one in a camouflage shirt and the other in blue, are having a water fight.",Thoes boys are having a water fight,1
A woman is riding a palomino horse.,A woman is running on the street.,0
Soccer player in white and green dives for the ball as he defends against his opponent in black.,The individuals here are both basketball players who are practicing free throws.,0
A little blond girl is dressed up like little Red Riding Hood.,A brunette girl is in a swim suit,0
A large group of asian people are eating at a restaurant.,The asian people are having a party outside of their house.,0
The brown and black dog is jumping up to catch a red ball.,The dog is running away.,0
A cowboy rides a brown horse in a rodeo with 8 minutes remaining on the clock.,A cowgirl rides a brown horse in a rodeo with 8 minutes remaining on the clock.,0
Two young children ride on the swings at a playground.,Kids are playing on swings.,1
A four wheel drive car is driving through the mud.,A car is riding on the road.,0
The girl in the white shirt has a bracelet on and has her arm around the girl in the peach shirt.,a girl in white,1
A smiling woman sitting on a smiling man's lap.,The woman is running in a marathon.,0
A little boy in a hat picking up Easter eggs.,a girl picking up easter eggs,0
A man wearing a straw hat and a red bandanna has fallen asleep sitting up outside on a couch.,A man is having a lively conversation while sitting on an outdoor couch.,0
A woman looking at a stranger through the glass of the bus.,One person looks at an unfamiliar face out the window of a vehicle.,1
A person is show upside down on his bicycle over a large field.,An old woman is upside down on her bicycle.,0
An elderly man is sitting on a bench.,The elderly man was watching tv,0
Two people hiking near many trees are smiling and looking at the camera.,Two people are hiking and enjoying it.,1
A man wearing swim trunks and a woman wearing a bikini are holding hands while jumping off of a boat into the water.,the man and woman held hands as they lept off the boat,1
"A child in an orange shirt is holding a toy dog with his mouth wide open, standing in the sprinklers.",The boy is swimming in a pool,0
Two people and a dog next to the water.,The people have hair.,1
"A man in a red and gold uniform and black cap sits on an embellished saddle and blanket on a pale gray horse as it trots along a gray road, while onlookers watch between a low metal barrier and a brick building.",the horse is asleep ina bed of hay,0
A climber with a backpack accends a snow covered mountain.,A boy is rolling down a hill.,0
This man is making food outdoors.,Someone is cooking.,1
A breakdancer spins on his head outside as onlookers watch the performance.,Someone is dancing,1
A blond woman and bald man sitting together.,Two women dancing on a table.,0
A man in jeans holding a sledgehammer.,A man is fishing.,0
"A girl, wearing white shorts and a green top, is swinging on a rope swing and there is a large red building in the background.",a boy watches the destruction of a building from a ropeswing,0
A yellow dog is standing in front of a green car and next to a toilet.,A yellow dog is sitting on a car.,0
A man wearing a scarf around his head is playing a flute outside.,A man wearing a hat is playing a banjo on a stage.,0
Two men and a woman smiling and holding music instruments and a microphone.,The people are sleeping.,0
Two wrestlers on a large blue mat with an inner white circle put on an exhibition match to a crowd of onlookers in the middle of Times Square.,Two women wrestling in Times square.,0
A man in a gray shirt spray-paints a yellow image on the side of a building.,The man has a orange shirt.,0
Construction workers laying wall tile in a hallway.,Workers laying wall tile in hallway,1
Children paddle on a craft.,the children sleep in the living room,0
There is a martial arts competition where a guy is doing a flip.,The man was walking down the street.,0
A man throwing a pack of bread.,A man is playing baseball.,0
There are three people walking outside in dirt.,People are walking outside.,1
The bike and the boy jumped over the mound of dirt.,A boy is riding his skateboard doing tricks,0
A man in a hat and torn pants plays a violin while sitting on a bucket in front of large windows.,The man is wearing a hat,1
A man is holding a microphone in his right hand and has his left hand stretched out to the side.,The man has a microphone.,1
A kiteboarder wearing a helmet and goggles rides across a snowy landscape.,A man flying a kite.,0
"Two little boys, from the waist up, in a martial arts match, one delivering a punch and the other blocking.",The two boys are playing in a sand box.,0
A small African child carries a younger child on his back.,A small child carries another,1
"Four older gentlemen sitting on patio chairs, one in stripes, one in black and one in blue all having the same stomach shape.",Four old people are sitting.,1
Two boys with unicycles stand outside of a street shop.,Two boys stand outside a shop.,1
"A young girl is lying in the sand, while ocean water is surrounding her.",A man is skiing at a mountain resort.,0
A gathering of what appear to be tourists mill about on an urban plaza that includes a large fountain showcasing a tall sculpture with a nautical theme.,A group of tourists are in the plaza looking at a tall structure.,1
A border collie runs by a course with a ball in its mouth.,A dog runs with a ball.,1
People sitting on bales of straw with man and woman in the foreground dressed in old-fashioned attire.,there is a rainstorm,0
A woman leads three little boys in soccer uniforms.,There is a person leading three boys,1
"A woman is sitting on a beach with her shoes off and on a cellphone talking, scratching her shoulder, while a group of 5 other people are walking in the background.",The woman has bare feet.,1
Two teen girl hanging out on the futon.,a child was there,1
two middle-aged women smile for the camera.,The women are taking a picture of a tree.,0
A woman is hula hooping in front of an audience.,There is an audience.,1
Gray horse wearing blue cover eating from a orange bucket held by a person in a green shirt.,The person is forty feet away from the horse.,0
An old man and a baby in red.,An old man with a baby.,1
A blond woman in a pencil skirt and sandals walks down a street with other people behind her.,woman on street,1
"A family is enjoying a meal together, while their 4 dogs are all enjoying a nap on the floor circling around the table.",The dogs are all asleep.,1
A man sits with a paper in his hands.,A man is sitting with paper in his hands.,1
A man wearing dirty clothes and a mask holding a pipe that is near a fire.,"Man in formal business attire, ready for a meeting.",0
"Foreign folk dancers are dressed in outfits of bright lime green, red and white tops, lime green headbands and red, blousy trousers and open-toed specialty shoes while dancing in a city street, while spectators enjoy the show.",Folk dancers watching,1
Woman in black dress holds a piece of paper in her hands as she talks into a microphone.,The woman is silent.,0
A group of people walk around a city corner and look up at another man standing on a ladder.,The people are sleeping on the ladder.,0
Firetrucks and other emergency vehicles are responding to an emergency.,The firetrucks and other vehicles are moving slower than people.,0
Two men are studying plans over a partially built reed aircraft mounted on sawhorses.,Two women are destroying a reed aircraft.,0
A woman does the backstroke in an Olympic sized pool.,A woman is swimming.,1
A woman in a yellow scarf is combing the hair of another woman.,The scarf is blue.,0
A child works on her art project while her instructor watches over the class.,A child working on art.,1
A man in a brown straw hat is riding his bicycle on the street.,A person rides his bike outside.,1
Two men playing hockey on the ice.,Two men are playing hockey.,1
"A woman wearing a hat, sunglasses, and a black jacket is sitting on the ground with a purse right next to her.",A woman is sitting down.,1
"Young lady riding her yellow bike, looking away on a nice neighborhood.",Someone in the picture is looking at something in the relative distance.,1
a woman wearing black pants kick-boxing in a dojo,A woman practices karate.,1
A bald policeman is walking with a German shepherd dog by a metal crowd control barrier.,A policeman and dog are driving in a police car.,0
A little girl is holding a spatula while standing in front of a stove with two pans on it.,a girl holds a spatula near a stove,1
A man is carrying metal beams in a supply yard.,Man laying on the couch,0
Three people in an office setting are communicating verbally.,three people are communicating,1
There is a man behind a counter in an urban setting.,A person rides through the country.,0
The man's shirt is orange and has a United States flag patch on the shoulder.,The mans is wearing a shirt.,1
"Two men are sitting on their bikes, surrounded by a crowd.",The two men are alone.,0
A female tennis player in position to hit a tennis ball during a match.,a baseball player throws the ball,0
Two construction workers sitting on an I-beam.,Two construction workers are walking blindfolded across a high I-beam.,0
The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading.,A person is carrying a backpack.,1
A dog walking on a wet beach.,A dog standing on wet cement.,0
A woman wearing a ponytail and green shirt walking while looking down.,A woman is moving around.,1
"A man with a blue, yellow and green swimming cap is wearing goggles and swimming.","a man stands next to water with a blue, yellow and green cap and goggles.",0
Two women watching a parade.,Two humans watching a parade.,1
A man stands in the sunlight in an alleyway.,A guy stands in an alley.,1
A man showing his acrobatic skill with a monoboard being towed behind a boat on a lake.,Man riding a motorcycle.,0
A woman stands in front of a board as her team gives a presentation to a class.,A teacher gives a lecture.,0
Man and child sitting on a front set of an automobile.,A man and child are standing,0
A blond lady in a blue mesh shirt walking.,A woman is walking.,1
smiling girls in bathing suits sitting on the sand,"Girls are in bathing suits, smiling",1
A man in a business suit is walking quickly next to a building.,A man is a suit is walking next to a building.,1
"A man, wearing a black and white wetsuit, is hanging onto a rope being pulled by a boat and is sideways over the water.",A man is pulling a boat through the water.,0
A young boy rides on a surfboard with light blue water behind him.,A young boy swims in the shallow water at the beach.,0
A large white boat is slowing coasting on the ocean with several people inside.,the big boat is sailing with passengers.,1
Here are young boys skating boarding in a service drive.,Unmotivated young guys are lying around in chairs and staring at a TV.,0
Several cyclists wearing different colors riding bikes on pavement.,People  are riding bikes.,1
A dog catching a flexable Frisbee in its mouth.,A dog catches a tennis ball.,0
There is blue truck stopped in front of a shop on Masonic street.,The red truck is speeding down the street.,0
Several people sitting at desks with computers,The people are indoors.,1
A man and a woman in black business suits are addressing 7 military personnel.,The president and first lady sleeping in bed.,0
A man stands in front of the Gateway Arch.,The man is outside.,1
A group of native people walk in a forest.,people are walking,1
A person running and jumping over a sand dune.,The person is sitting.,0
"A group of people, of all ages, listening to a concert being performed by a solo practitioner.",A rock band performs a concert for some 20-somethings.,0
A bunch of children in white are doing a dance routine while another person jumps rope.,A group of men play football on a Saturday afternoon.,0
A black dog and a brown dog with a stick in his mouth are running in the field.,The dogs are outdoors.,1
A businessman wearing a suit is getting his shoes shined in a metropolitan area.,A person getting his footwear cleaned.,1
Group of tourist posing for a photo.,Group of people are taking pictures.,1
An Asian woman is taking a photograph outside a white columned building.,A black man is eating soup in a fancy restaurant,0
"A yellow taxi cab with a sign reading ""MAMA MIA!"" on it, and a guy sitting in the back.",A guy in the back of a van is sitting comfortably,0
The blond man is sitting on a case at the beach waiting to take a picture of the sunset.,The man wants to take a picture of the sunset.,1
"A man wearing a t-shirt, pants and tennis shoes is sitting outside.",A man is outdoors,1
"Two men, one without a shirt, are looking at bags of fish hanging from a rack.",two men are looking at bags,1
A man in a blue shirt walks between rocks in shallow water near a scenic tropical beach.,a man walking in shallow water,1
Man and child in yellow kayak,The man and child are preparing to use their kayak on vacation.,1
A young shirtless boy in kakhi pants is kneeling in a marsh while someone splashes nearby.,Two people are riding on a ferris wheel at the fair.,0
A lady is wearing a pink cowboy hat.,Lady wearing yellow hat.,0
A woman appears to be taking a break from riding her bike.,A lady has stopped riding.,1
A blue plane does loops as it heads down to earth.,The plane is green and is flying towards space.,0
A man in a brown uniform with his eyes closed speaking into a microphone while wearing a watch.,The man is wearing a watch.,1
A man in a tuxedo is carrying a saxophone across stage in front of a grand piano.,A person in a tux,1
A brightly colored bus is stopped in traffic.,A bus in traffic.,1
A young boy plays in the water with the mountains in the background.,The little boy is watching the. Very.,0
a child wearing a hard coat,The child is clothed.,1
An Asian man is wearing a hat and gloves while talking to children.,A man talks to children.,1
A balding man is cooking some meat on a stick.,A man is cooking over a fire.,1
People listening to a choir in a Catholic church.,People are listening to a metal band.,0
Children playing on a playground sliding down a slide.,Children are studying in a classroom.,0
The snowboarder is in the air.,A skier runs into a tree.,0
Man tired sleeping on bench.,Woman tired sleeping on bench.,0
two guys playing a game of baseball.,Two guys are playing a sport.,1
A lady with long brown hair has her back turned toward us while holding her purse.,The lady can see us,0
A group of doctors performing surgery,they are girls there too,0
little kid in red pooh shirt getting wet,The kid is staying very dry.,0
"two older men, one middle-aged women, and an older women conversing at diner table in the interior of a kitchen.",Four people talking at a table.,1
White child with a helmet on and cow vest.,Child wearing nothing.,0
"A man, in what looks like a firefighter suit, standing in the street with a large vehicles in the street.",The man is riding a horse.,0
A man carrying a briefcase walks by a closed in construction site.,The man is skiing.,0
A lady in a green shirt is doing yard work.,The lady is inside on the couch,0
A man in blue slacks addresses an audience and reads a piece of paper.,A man is reading the paper.,1
A woman in a red hat sits on a winding purple and bright green bench with a bush in the background.,A woman stands on a trash can.,0
Square dancers decked out in green and white square-dance attire circle around on a tiled patio with arches and palm trees in the background.,a group of dogs are drinking punch,0
a shirtless man and woman in a black shirt running.,A shirtless man and woman in a black shirt running,1
A man hits a volleyball on a beach volleyball court while spectators look on.,A man rides a tandem bicycle alone.,0
Two elderly women are sitting on a bench and conversing.,a girl eats snickers,0
A woman wearing jeans and a necklace poses for a photograph in a color-drained picture.,A woman is posing for a photographer.,1
Two people ready a dining room for a meal.,Someone is about to eat.,1
A cowboy with bright blue chaps is thrown from a bucking horse at a rodeo.,The cowboy is riding the horse.,0
A skier skiing downhill in a cloud of snow.,A skier skiing downhill in a cloud of smoke.,0
A little girl falls to her knees in the sand and cries in agony.,A boy jumps on a soft bed.,0
A man in a black shirt is making a video recording of another man in a black shirt.,a man is recording another man,1
An African American male converses with a woman from a balcony.,a black guy is talking to a woman,1
"A male athlete falls after jumping a hurdle, into water, while people take pictures.",The athlete failed his jump.,1
"A young woman pushing a child on a swing, with two other children at a playground.",The child is having fun.,1
Three workers are working on a metal roof,There are roof workers outside fixing a roof.,1
A young man is selling ice pops and sodas wearing a sweater on his hips.,A young man sells soda,1
An elderly man sits next to a yellow wall.,the man was in the car,0
a Japanese girl carries a green balloon.,A female Asian is holding onto a pleasant party decoration.,1
A soccer player wearing a red costume makes an obscene gesture.,A soccer player wears red.,1
A man in a pink robe gets his hair trimmed.,A man is getting fitted for a wig.,0
A young woman with blue jeans and a black tank top is walking down the sidewalk screaming and clutching her chest.,The woman is clutching her chest as she screams.,1
A large dog stands with a smaller dog near the edge of the water.,Two dogs stand near water.,1
Two construction workers operate a machine that steams the street.,A machine is being run by two workers.,1
Two people sitting on a kayak in calm water looking at a marvelous sunset.,Three men read a newspaper.,0
A man in overalls helps to raise a wooden stair banister with a pulley system.,The male has clothes on.,1
A man in a blue shirt is riding a bicycle down a long paved road.,A man in a red shirt is riding a bicycle,0
one lone fisherman with his line cast out into the river.,A fisher is on the river.,1
Kids setting up telescope and getting ready to watch the sky.,The kids are scuba diving.,0
Four people are jumping from the top of a flight of stairs.,Four people are doing handstands down a flight of stairs.,0
The guy in the blue shirt and jeans performs a grab trick on his skateboard.,A guy is doing skateboard tricks.,1
"A man wearing a white cap, sunglasses, and red vest is playing a gold sousaphone.",A man is dressed.,1
Two shirtless men playing ping-pong.,The men are playing a game.,1
A group of young adults gathers around on the floor to play a complex board game.,Some 20-somethings play a game.,1
A man is putting up a poster in front of a shop.,There is a man in front of the shop.,1
A girl in pink pant playing in the ground.,a girl plays in the ground,1
A toddler looking behind him while standing on a red tricycle.,The young child is standing on a tricycle.,1
A group of black people are all in their bathing suits and are standing around fountains which are shooting water on them.,A group of people are standing in the fountain.,1
Wet blond dog running through water,The wet blond dog is running thru the house.,0
A group of people in matching native costume are assembled and appear to be participating in a ceremony.,A group of people in costume most likely will be participating in a ceremony.,1
two construction workers wearing orange safety vest are having a heated discussion.,Ten workers wearing orange safety vests are having a very heated discussion near a building.,0
A young man is walking through a busy street beside a mall.,A man is by the mall.,1
Three people are laying down in the snow with snowshoe gear on.,People are outside in winter.,1
A model showing off a Jeep at a car show.,The model is standing next to the Jeep.,1
People in the city looking through telescopes on the street.,the dogs are playing poker,0
Two men wearing reflective clothing working in a tunnel.,There are men outdoors,1
Two kids are hugging playfully in shallow water.,Two kids are playing in the water.,1
